task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
861	e3/aa64ba	24535	closest_germline (13)	CACHED	0	2023-02-11 19:18:44.202	19.8s	17.8s	56.1%	77.3 MB	2.1 GB	12.8 MB	9.4 KB
859	e9/495515	24336	closest_germline (11)	CACHED	0	2023-02-11 19:18:44.114	19.3s	17.2s	59.0%	77.5 MB	2.1 GB	12.8 MB	9.3 KB
858	24/42a9ed	24606	closest_germline (10)	CACHED	0	2023-02-11 19:18:44.224	19.4s	16.9s	58.1%	77.8 MB	2.1 GB	12.8 MB	9.5 KB
860	b9/d303db	24220	closest_germline (12)	CACHED	0	2023-02-11 19:18:44.060	18.8s	17.1s	58.8%	77.4 MB	2.1 GB	12.9 MB	84.5 KB
854	2f/0fc931	24142	closest_germline (6)	CACHED	0	2023-02-11 19:18:44.028	18.7s	17.3s	58.1%	77.6 MB	2.1 GB	12.8 MB	9.3 KB
855	ac/73d8d3	24293	closest_germline (7)	CACHED	0	2023-02-11 19:18:44.087	18.9s	17s	58.7%	77.6 MB	2.1 GB	12.8 MB	22 KB
877	e9/5ab14e	7317	closest_germline (23)	CACHED	0	2023-02-11 19:19:00.932	17.2s	15.7s	59.4%	77.5 MB	2.1 GB	12.8 MB	9.3 KB
868	98/ca76b9	24218	mutation_load (1)	CACHED	0	2023-02-11 19:21:06.735	24.2s	22.5s	54.1%	494.6 MB	2.6 GB	41.5 MB	36 KB
865	c4/878245	24579	closest_germline (17)	CACHED	0	2023-02-11 19:18:44.213	19.6s	17.4s	59.0%	77.5 MB	2.1 GB	12.8 MB	9.2 KB
871	25/9510d4	7245	closest_germline (20)	CACHED	0	2023-02-11 19:19:00.721	16.2s	15s	59.1%	77.3 MB	2.1 GB	12.8 MB	9.2 KB
878	a1/265161	7578	closest_germline (24)	CACHED	0	2023-02-11 19:19:01.951	18.2s	16.8s	58.1%	77.6 MB	2.1 GB	12.9 MB	34.6 KB
880	e5/be48e5	7442	closest_germline (25)	CACHED	0	2023-02-11 19:19:01.668	18s	16.5s	59.0%	77.5 MB	2.1 GB	12.8 MB	9.2 KB
874	9d/9b3b54	27750	mutation_load (3)	CACHED	0	2023-02-11 19:21:11.441	23.7s	22.3s	54.4%	471.8 MB	2.6 GB	41.5 MB	48.6 KB
867	d0/3e66c4	7821	closest_germline (18)	CACHED	0	2023-02-11 19:19:02.703	18.9s	17.3s	57.1%	77.5 MB	2.1 GB	12.8 MB	9.4 KB
866	b2/fb8069	27788	mutation_load (4)	CACHED	0	2023-02-11 19:21:11.519	23.9s	22.3s	53.9%	465.1 MB	2.6 GB	41.5 MB	30.1 KB
889	22/09b62a	7735	closest_germline (29)	CACHED	0	2023-02-11 19:19:02.366	18.2s	16.8s	58.4%	77.4 MB	2.1 GB	12.8 MB	9.4 KB
875	3f/66a926	8721	closest_germline (22)	CACHED	0	2023-02-11 19:19:03.729	19.1s	17s	57.7%	77.5 MB	2.1 GB	12.8 MB	9.2 KB
876	b0/47f507	31152	mutation_load (11)	CACHED	0	2023-02-11 19:21:15.715	23.7s	22.2s	52.3%	511.2 MB	2.6 GB	41.5 MB	30.1 KB
869	6d/d105b5	21518	closest_germline (19)	CACHED	0	2023-02-11 19:19:16.965	14.8s	13.3s	59.2%	77.4 MB	2.1 GB	12.8 MB	9.3 KB
881	b4/693dd2	11194	mutation_load (17)	CACHED	0	2023-02-11 19:21:30.922	21.8s	20.3s	53.3%	516.2 MB	2.7 GB	41.5 MB	30.1 KB
891	0a/e627af	7901	closest_germline (30)	CACHED	0	2023-02-11 19:19:02.922	18.8s	17.2s	57.7%	77.4 MB	2.1 GB	12.8 MB	9.3 KB
873	d5/39e8ad	8400	closest_germline (21)	CACHED	0	2023-02-11 19:19:03.470	19s	17.2s	57.0%	77.3 MB	2.1 GB	12.8 MB	15.7 KB
885	0b/a33879	8024	closest_germline (27)	CACHED	0	2023-02-11 19:19:03.036	19s	17.2s	57.1%	77.5 MB	2.1 GB	12.8 MB	9.4 KB
872	39/af7800	28214	mutation_load (6)	CACHED	0	2023-02-11 19:21:12.071	24.1s	22.5s	54.1%	471.9 MB	2.6 GB	41.5 MB	36.4 KB
886	16/70d85a	3434	mutation_load (16)	CACHED	0	2023-02-11 19:21:20.514	23.6s	21.4s	49.9%	509.6 MB	2.6 GB	41.5 MB	30.1 KB
884	aa/e8d3b2	870	mutation_load (14)	CACHED	0	2023-02-11 19:21:18.192	24.1s	22.4s	50.2%	490.3 MB	2.6 GB	41.5 MB	30.1 KB
888	6a/2128d7	30166	mutation_load (10)	CACHED	0	2023-02-11 19:21:14.395	24.2s	22.6s	52.0%	494.7 MB	2.6 GB	41.5 MB	30.1 KB
887	68/913858	23528	closest_germline (28)	CACHED	0	2023-02-11 19:19:20.590	17.6s	16.1s	58.5%	77.3 MB	2.1 GB	12.8 MB	9.3 KB
890	d6/d82954	32230	mutation_load (13)	CACHED	0	2023-02-11 19:21:16.968	23.9s	22.4s	50.8%	509.4 MB	2.6 GB	41.5 MB	30.2 KB
894	71/9ca645	28366	mutation_load (7)	CACHED	0	2023-02-11 19:21:12.184	24.1s	22.5s	54.1%	492 MB	2.6 GB	41.5 MB	30 KB
895	f2/c4fa8d	22343	closest_germline (32)	CACHED	0	2023-02-11 19:19:18.108	16s	14.5s	59.8%	77.3 MB	2.1 GB	12.8 MB	9.3 KB
893	05/84123e	23451	closest_germline (31)	CACHED	0	2023-02-11 19:19:20.147	17.8s	16.1s	58.5%	77.7 MB	2.1 GB	13.8 MB	738.6 KB
897	fd/52fbb2	29262	mutation_load (9)	CACHED	0	2023-02-11 19:21:13.297	23.7s	22.3s	54.1%	471.9 MB	2.6 GB	41.5 MB	42.2 KB
870	a4/fa0348	28108	mutation_load (5)	CACHED	0	2023-02-11 19:21:11.960	23.8s	22.2s	54.4%	496.4 MB	2.6 GB	41.5 MB	30.1 KB
882	73/668b89	8508	closest_germline (26)	CACHED	0	2023-02-11 19:19:03.596	18.7s	17.1s	57.5%	77.5 MB	2.1 GB	12.8 MB	9.3 KB
883	d7/6b29c6	32115	mutation_load (12)	CACHED	0	2023-02-11 19:21:16.871	24.1s	22.5s	51.1%	503.5 MB	2.6 GB	41.5 MB	30.1 KB
879	82/c159d3	24411	mutation_load (2)	CACHED	0	2023-02-11 19:21:06.848	24.4s	22.7s	53.5%	496.5 MB	2.6 GB	41.5 MB	30 KB
892	53/e9e615	28970	mutation_load (8)	CACHED	0	2023-02-11 19:21:13.063	24.9s	23.3s	55.4%	619.5 MB	2.8 GB	41.6 MB	103.4 KB
896	74/ab9e15	8809	closest_germline (33)	CACHED	0	2023-02-11 19:19:03.828	19s	17.1s	57.6%	77.4 MB	2.1 GB	12.9 MB	28.3 KB
900	91/ddaa4f	22041	get_tree (1)	CACHED	0	2023-02-11 21:58:18.612	3.2s	182ms	6.1%	0	0	146.3 KB	10.8 KB
898	85/4949b8	24860	closest_germline (34)	CACHED	0	2023-02-11 19:19:22.638	19.1s	17s	58.3%	77.4 MB	2.1 GB	12.8 MB	9.4 KB
903	f4/e5a80b	8455	closest_germline (36)	CACHED	0	2023-02-11 19:19:03.535	19.1s	17.2s	57.0%	77.4 MB	2.1 GB	12.8 MB	9.2 KB
908	45/2509a6	8984	closest_germline (39)	CACHED	0	2023-02-11 19:19:04.055	18.8s	17s	57.3%	77.9 MB	2.1 GB	12.8 MB	15.8 KB
920	45/93c2ca	24042	closest_germline (45)	CACHED	0	2023-02-11 19:19:21.718	18s	16.6s	58.2%	77.5 MB	2.1 GB	12.8 MB	22.1 KB
929	ac/0f52c7	24577	closest_germline (46)	CACHED	0	2023-02-11 19:19:22.286	19s	17s	58.2%	77.5 MB	2.1 GB	12.9 MB	34.6 KB
905	ac/0d773f	8607	closest_germline (38)	CACHED	0	2023-02-11 19:19:03.659	19.3s	17.2s	57.0%	77.6 MB	2.1 GB	12.8 MB	9.4 KB
917	6b/bb5bc8	22207	get_tree (5)	CACHED	0	2023-02-11 21:58:18.830	3.8s	211ms	6.3%	0	0	140.2 KB	6.7 KB
910	92/a15c09	22050	get_tree (3)	CACHED	0	2023-02-11 21:58:18.647	3.3s	182ms	7.6%	0	0	140.3 KB	6.7 KB
914	4a/0798e9	22679	get_tree (2)	CACHED	0	2023-02-11 21:58:19.190	3.3s	195ms	7.7%	0	0	140.2 KB	6.7 KB
907	7e/b33b93	22290	get_tree (4)	CACHED	0	2023-02-11 21:58:18.874	3.8s	205ms	6.4%	0	0	159.6 KB	19.7 KB
919	22/c8bab6	24006	closest_germline (44)	CACHED	0	2023-02-11 19:19:21.632	17.9s	16.5s	59.4%	77.4 MB	2.1 GB	12.8 MB	15.8 KB
935	8b/5cc035	7765	closest_germline (48)	CACHED	0	2023-02-11 19:19:39.727	17.6s	16.1s	58.6%	77.5 MB	2.1 GB	12.8 MB	15.8 KB
899	f7/aece45	13162	mutation_load (19)	CACHED	0	2023-02-11 19:21:35.111	22.2s	20.7s	55.2%	511.4 MB	2.6 GB	41.5 MB	29.9 KB
930	74/9d006c	16171	mutation_load (27)	CACHED	0	2023-02-11 19:21:39.421	22.3s	20.9s	54.1%	514.9 MB	2.6 GB	41.5 MB	36.1 KB
912	5d/168e1d	24933	closest_germline (41)	CACHED	0	2023-02-11 19:19:22.808	19s	16.9s	58.2%	77.7 MB	2.1 GB	12.8 MB	9.3 KB
911	3d/fe9743	24338	closest_germline (40)	CACHED	0	2023-02-11 19:19:22.105	18.9s	16.9s	58.4%	77.5 MB	2.1 GB	12.8 MB	9.2 KB
902	8f/2db81d	25043	closest_germline (35)	CACHED	0	2023-02-11 19:19:22.917	19s	17s	57.5%	77.2 MB	2.1 GB	12.8 MB	9.3 KB
918	a6/3f4895	9299	closest_germline (43)	CACHED	0	2023-02-11 19:19:41.950	18.9s	17.2s	57.2%	77.9 MB	2.1 GB	12.8 MB	9.2 KB
915	2d/ceb107	23219	closest_germline (42)	CACHED	0	2023-02-11 19:19:19.695	17s	15.6s	58.7%	77.3 MB	2.1 GB	12.8 MB	9.4 KB
901	18/da6562	1280	mutation_load (15)	CACHED	0	2023-02-11 19:21:18.500	23.9s	22.3s	50.3%	503.7 MB	2.6 GB	41.5 MB	30 KB
906	b1/f96f72	11347	mutation_load (18)	CACHED	0	2023-02-11 19:21:31.308	21.6s	20.2s	53.1%	516.5 MB	2.7 GB	41.5 MB	29.9 KB
904	d2/8f10bd	21388	closest_germline (37)	CACHED	0	2023-02-11 19:19:16.755	14.6s	13.3s	58.9%	77.4 MB	2.1 GB	12.8 MB	9.3 KB
913	94/79e802	13320	mutation_load (20)	CACHED	0	2023-02-11 19:21:35.457	22.6s	21.2s	54.6%	509.7 MB	2.6 GB	41.5 MB	30 KB
934	06/c441fd	24714	closest_germline (47)	CACHED	0	2023-02-11 19:19:22.488	19.6s	17.1s	58.1%	77.8 MB	2.1 GB	12.9 MB	34.5 KB
922	11/d896e3	22815	get_tree (9)	CACHED	0	2023-02-11 21:58:19.305	3.2s	186ms	7.7%	0	0	146.8 KB	11.1 KB
924	e8/f4a9b4	22338	get_tree (8)	CACHED	0	2023-02-11 21:58:18.911	3.8s	215ms	8.0%	0	0	140.3 KB	6.8 KB
921	d5/7879ed	13760	mutation_load (22)	CACHED	0	2023-02-11 19:21:36.218	22.8s	21.3s	54.7%	503.6 MB	2.6 GB	41.5 MB	30.1 KB
942	8b/450102	22076	get_tree (6)	CACHED	0	2023-02-11 21:58:18.675	2.7s	185ms	7.5%	0	0	140.4 KB	6.8 KB
926	68/68eab8	22125	get_tree (13)	CACHED	0	2023-02-11 21:58:18.723	3.8s	205ms	6.4%	0	0	140.3 KB	6.7 KB
916	63/adc704	13807	mutation_load (23)	CACHED	0	2023-02-11 19:21:36.296	22.8s	21.3s	54.8%	509.4 MB	2.6 GB	41.5 MB	30.1 KB
928	9e/d05537	22401	get_tree (10)	CACHED	0	2023-02-11 21:58:18.961	3.4s	214ms	6.4%	0	0	140.2 KB	6.7 KB
909	50/ec349e	13503	mutation_load (21)	CACHED	0	2023-02-11 19:21:35.808	22.8s	21.2s	55.4%	509.4 MB	2.6 GB	41.5 MB	54.6 KB
925	d3/6987fc	27970	mutation_load (34)	CACHED	0	2023-02-11 19:21:52.916	20.6s	19.4s	54.5%	518.5 MB	2.7 GB	41.5 MB	30 KB
923	60/728065	17496	mutation_load (29)	CACHED	0	2023-02-11 19:21:40.987	22.2s	20.7s	55.9%	517.5 MB	2.7 GB	41.5 MB	29.9 KB
931	3a/a8441e	22507	get_tree (12)	CACHED	0	2023-02-11 21:58:19.054	3.3s	220ms	9.4%	0	0	140.4 KB	6.9 KB
927	13/4ca6df	14291	mutation_load (24)	CACHED	0	2023-02-11 19:21:37.068	22.8s	21.3s	54.2%	509.4 MB	2.6 GB	41.5 MB	30 KB
933	e7/1ac3df	22167	get_tree (11)	CACHED	0	2023-02-11 21:58:18.775	3.4s	198ms	6.5%	0	0	140.1 KB	6.7 KB
932	fb/b5b692	15088	mutation_load (25)	CACHED	0	2023-02-11 19:21:38.009	22.3s	20.9s	55.2%	511.4 MB	2.6 GB	41.5 MB	30.2 KB
936	17/354f71	31317	mutation_load (38)	CACHED	0	2023-02-11 19:21:59.019	22.5s	21s	55.4%	515 MB	2.6 GB	41.5 MB	30 KB
938	99/64743e	30349	mutation_load (35)	CACHED	0	2023-02-11 19:21:57.290	22.2s	20.9s	54.5%	515.5 MB	2.6 GB	41.5 MB	30 KB
939	5b/66c966	22753	get_tree (15)	CACHED	0	2023-02-11 21:58:19.247	3.3s	186ms	7.7%	0	0	140.3 KB	6.7 KB
937	46/39a8a8	22541	get_tree (7)	CACHED	0	2023-02-11 21:58:19.102	3.3s	222ms	7.6%	0	0	152.9 KB	15.2 KB
941	0e/652688	30983	mutation_load (37)	CACHED	0	2023-02-11 19:21:58.652	24.4s	23s	58.3%	717.6 MB	2.8 GB	42.2 MB	743.4 KB
943	ed/1d4268	15543	mutation_load (26)	CACHED	0	2023-02-11 19:21:38.616	22.2s	20.7s	55.1%	509.5 MB	2.6 GB	41.5 MB	30 KB
944	d4/27ddba	22460	get_tree (14)	CACHED	0	2023-02-11 21:58:19.017	3.3s	221ms	7.7%	0	0	140.2 KB	6.7 KB
945	55/0a58dd	22606	get_tree (16)	CACHED	0	2023-02-11 21:58:19.144	1m 2s	59.9s	108.9%	1.4 GB	4 GB	204.5 MB	83 KB
940	77/c1798b	7166	closest_germline (49)	CACHED	0	2023-02-11 19:19:38.188	17.3s	15.8s	57.5%	77.8 MB	2.1 GB	12.8 MB	9.2 KB
948	0b/13aed7	24985	closest_germline (51)	CACHED	0	2023-02-11 19:19:22.859	19s	16.9s	58.6%	77.5 MB	2.1 GB	12.8 MB	9.3 KB
947	be/072245	7665	closest_germline (50)	CACHED	0	2023-02-11 19:19:39.506	17.7s	16.2s	58.4%	77.3 MB	2.1 GB	12.8 MB	15.8 KB
949	d1/794a7f	25098	closest_germline (52)	CACHED	0	2023-02-11 19:19:22.973	19s	16.8s	58.8%	77.6 MB	2.1 GB	12.8 MB	15.9 KB
950	ea/450f45	6173	closest_germline (53)	CACHED	0	2023-02-11 19:19:36.756	16.3s	14.9s	57.6%	77.4 MB	2.1 GB	12.9 MB	28.3 KB
951	65/d619c8	8750	closest_germline (54)	CACHED	0	2023-02-11 19:19:41.323	18.9s	16.9s	58.4%	77.6 MB	2.1 GB	12.8 MB	9.3 KB
955	be/2d0489	9135	closest_germline (58)	CACHED	0	2023-02-11 19:19:41.775	18.3s	16.8s	58.1%	77.5 MB	2.1 GB	12.8 MB	15.8 KB
960	6c/65af22	2225	closest_germline (59)	CACHED	0	2023-02-11 19:19:31.753	14.7s	13.5s	63.1%	77.4 MB	2.1 GB	12.8 MB	9.3 KB
957	27/994c81	24512	get_tree (19)	CACHED	0	2023-02-11 21:58:22.399	1.9s	163ms	7.5%	0	0	140 KB	6.6 KB
972	6c/6e889d	17098	mutation_load (56)	CACHED	0	2023-02-11 19:22:22.581	22.2s	20.7s	55.4%	514.7 MB	2.6 GB	41.5 MB	36.2 KB
967	e3/5e6646	7090	closest_germline (64)	CACHED	0	2023-02-11 19:19:37.985	17.4s	15.7s	57.0%	77.6 MB	2.1 GB	12.8 MB	9.4 KB
963	71/71e104	8404	closest_germline (62)	CACHED	0	2023-02-11 19:19:40.980	18.1s	16.8s	58.4%	77.3 MB	2.1 GB	12.9 MB	34.8 KB
961	da/f3d1dc	22825	closest_germline (60)	CACHED	0	2023-02-11 19:19:55.498	15.3s	14s	59.5%	77.5 MB	2.1 GB	12.8 MB	9.3 KB
964	3b/eb913a	17379	closest_germline (63)	CACHED	0	2023-02-11 19:19:49.435	15.5s	14s	59.3%	77.6 MB	2.1 GB	12.8 MB	9.3 KB
952	17/5432dd	4019	closest_germline (55)	CACHED	0	2023-02-11 19:19:34.140	15.3s	13.7s	59.5%	77.6 MB	2.1 GB	12.8 MB	21.9 KB
946	b4/146100	18798	mutation_load (30)	CACHED	0	2023-02-11 19:21:42.313	22.2s	20.8s	54.2%	515.5 MB	2.7 GB	41.5 MB	48.4 KB
953	a1/052443	1714	closest_germline (56)	CACHED	0	2023-02-11 19:19:31.379	15.1s	13.6s	63.4%	77.7 MB	2.1 GB	12.8 MB	22.3 KB
962	b7/8ee458	9181	closest_germline (61)	CACHED	0	2023-02-11 19:19:41.829	18.9s	17.3s	58.9%	77.5 MB	2.1 GB	12.8 MB	9.3 KB
966	8f/850c3d	31681	mutation_load (40)	CACHED	0	2023-02-11 19:21:59.898	22.2s	20.7s	54.9%	516.6 MB	2.6 GB	41.5 MB	42.5 KB
965	1a/1becd8	18857	mutation_load (31)	CACHED	0	2023-02-11 19:21:42.403	22.2s	20.8s	54.5%	515.6 MB	2.7 GB	41.5 MB	36.2 KB
954	2a/569c81	9464	closest_germline (57)	CACHED	0	2023-02-11 19:19:42.085	18.5s	16.9s	58.1%	77.3 MB	2.1 GB	12.8 MB	9.4 KB
956	82/649000	877	mutation_load (43)	CACHED	0	2023-02-11 19:22:01.753	22.2s	20.8s	55.2%	513.2 MB	2.6 GB	41.5 MB	30.1 KB
974	2a/aa2fc9	32143	mutation_load (41)	CACHED	0	2023-02-11 19:22:00.308	22.3s	20.7s	55.3%	514.8 MB	2.6 GB	41.5 MB	29.9 KB
970	96/fd2bca	20902	mutation_load (32)	CACHED	0	2023-02-11 19:21:44.155	21.6s	20.1s	53.1%	516.4 MB	2.7 GB	41.5 MB	30.1 KB
958	9d/9e8669	17451	mutation_load (28)	CACHED	0	2023-02-11 19:21:40.906	22.4s	20.8s	55.6%	515.1 MB	2.6 GB	41.5 MB	29.9 KB
968	72/c72a10	32563	mutation_load (42)	CACHED	0	2023-02-11 19:22:00.858	22s	20.6s	56.5%	514.9 MB	2.6 GB	41.5 MB	54.6 KB
973	5e/734cc5	2278	mutation_load (44)	CACHED	0	2023-02-11 19:22:03.245	22.4s	20.9s	55.3%	516.8 MB	2.7 GB	41.5 MB	30 KB
975	bb/07298d	3465	mutation_load (46)	CACHED	0	2023-02-11 19:22:04.510	22.1s	20.7s	53.8%	522.2 MB	2.7 GB	41.5 MB	30 KB
976	f4/1e89cf	22026	mutation_load (64)	CACHED	0	2023-02-11 19:22:27.903	21.9s	20.4s	54.4%	522 MB	2.7 GB	41.5 MB	29.9 KB
971	3e/0ce7b1	31377	mutation_load (39)	CACHED	0	2023-02-11 19:21:59.143	22.2s	20.8s	55.3%	516.9 MB	2.6 GB	41.5 MB	36.3 KB
977	fa/37cea7	30771	mutation_load (36)	CACHED	0	2023-02-11 19:21:58.050	21.9s	20.5s	55.8%	515.6 MB	2.7 GB	41.5 MB	30.1 KB
979	1b/86eecb	5042	mutation_load (48)	CACHED	0	2023-02-11 19:22:05.818	22.1s	20.5s	54.3%	516.5 MB	2.7 GB	41.5 MB	54.5 KB
978	92/e70817	27763	mutation_load (33)	CACHED	0	2023-02-11 19:21:52.696	21s	19.6s	53.6%	520.6 MB	2.7 GB	41.5 MB	30 KB
959	12/9fb1c0	23905	get_tree (18)	CACHED	0	2023-02-11 21:58:21.364	2.3s	122ms	11.1%	0	0	146.5 KB	10.9 KB
988	f5/5b7365	24369	get_tree (29)	CACHED	0	2023-02-11 21:58:22.136	1.8s	173ms	8.8%	0	0	140.2 KB	6.7 KB
981	a5/2a71bf	24564	get_tree (20)	CACHED	0	2023-02-11 21:58:22.435	2s	146ms	7.5%	0	0	140.1 KB	6.6 KB
982	11/bb809a	24315	get_tree (17)	CACHED	0	2023-02-11 21:58:21.945	1.9s	141ms	13.9%	0	0	140.1 KB	6.6 KB
980	59/c1e9d6	24459	get_tree (21)	CACHED	0	2023-02-11 21:58:22.364	1.9s	175ms	7.8%	0	0	140.1 KB	6.7 KB
991	2d/224cab	24856	get_tree (30)	CACHED	0	2023-02-11 21:58:22.614	2.5s	131ms	9.7%	0	0	140.2 KB	6.7 KB
985	ac/b71893	24729	get_tree (26)	CACHED	0	2023-02-11 21:58:22.549	2.1s	167ms	9.1%	0	0	165.9 KB	23.9 KB
990	40/a5413f	24623	get_tree (25)	CACHED	0	2023-02-11 21:58:22.471	2.1s	150ms	9.0%	0	0	140.1 KB	6.6 KB
989	cc/569efe	24675	get_tree (24)	CACHED	0	2023-02-11 21:58:22.509	2.1s	161ms	8.9%	0	0	140.3 KB	6.8 KB
992	29/b044bb	24774	get_tree (31)	CACHED	0	2023-02-11 21:58:22.578	3m 2s	3m	218.9%	1.4 GB	4 GB	205.2 MB	574.2 KB
993	83/6d1e42	25526	get_tree (32)	CACHED	0	2023-02-11 21:58:23.667	1.6s	88ms	12.6%	0	0	140.2 KB	6.7 KB
983	b1/8cbd29	24258	get_tree (23)	CACHED	0	2023-02-11 21:58:21.796	1.9s	127ms	13.7%	0	0	140.2 KB	6.7 KB
986	47/e7618b	24430	get_tree (22)	CACHED	0	2023-02-11 21:58:22.332	1.8s	148ms	10.2%	0	0	140.2 KB	6.7 KB
984	c1/3722be	24950	get_tree (27)	CACHED	0	2023-02-11 21:58:22.654	2.5s	127ms	10.0%	0	0	140.3 KB	6.8 KB
987	86/baea54	25026	get_tree (28)	CACHED	0	2023-02-11 21:58:22.699	2.5s	132ms	10.2%	0	0	139.9 KB	6.5 KB
997	f5/00361e	14255	closest_germline (68)	CACHED	0	2023-02-11 19:19:46.441	16.5s	15s	59.9%	77.3 MB	2.1 GB	12.8 MB	9.3 KB
995	39/1e8886	25931	closest_germline (66)	CACHED	0	2023-02-11 19:20:00.392	17.8s	16.1s	57.6%	77.1 MB	2.1 GB	12.8 MB	15.9 KB
969	2b/987742	20890	closest_germline (65)	CACHED	0	2023-02-11 19:19:53.061	14.8s	13.5s	58.8%	77.8 MB	2.1 GB	12.8 MB	9.3 KB
996	84/8385bd	9238	closest_germline (67)	CACHED	0	2023-02-11 19:19:41.888	18.5s	16.9s	58.1%	77.4 MB	2.1 GB	12.8 MB	9.4 KB
998	09/6534bb	22698	closest_germline (69)	CACHED	0	2023-02-11 19:19:55.356	15.5s	14.1s	60.2%	77.8 MB	2.1 GB	12.8 MB	15.7 KB
999	97/c1f936	9354	closest_germline (70)	CACHED	0	2023-02-11 19:19:42.010	18.7s	17s	57.8%	77.6 MB	2.1 GB	12.8 MB	9.4 KB
1001	3a/2f325d	24990	closest_germline (72)	CACHED	0	2023-02-11 19:19:59.062	16.9s	15.6s	59.2%	77.4 MB	2.1 GB	12.8 MB	15.8 KB
1000	f7/309c42	24088	closest_germline (71)	CACHED	0	2023-02-11 19:19:57.328	16s	14.8s	59.6%	77.3 MB	2.1 GB	12.8 MB	9.2 KB
1002	44/458f31	14341	closest_germline (73)	CACHED	0	2023-02-11 19:19:46.543	16.6s	15.1s	58.9%	77.4 MB	2.1 GB	12.9 MB	47.6 KB
1005	54/530fb1	9803	closest_germline (74)	CACHED	0	2023-02-11 19:20:17.434	17.3s	15.9s	59.2%	77.6 MB	2.1 GB	12.8 MB	22.2 KB
1006	6b/a3b7fd	26344	closest_germline (75)	CACHED	0	2023-02-11 19:20:00.732	17.8s	16.1s	58.2%	77.4 MB	2.1 GB	12.8 MB	9.4 KB
1007	35/1f0b51	9624	closest_germline (76)	CACHED	0	2023-02-11 19:20:17.264	17.3s	15.8s	59.4%	77.6 MB	2.1 GB	12.8 MB	22.2 KB
1008	66/d361bb	26395	closest_germline (77)	CACHED	0	2023-02-11 19:20:00.790	17.8s	16s	58.5%	77.8 MB	2.1 GB	12.9 MB	97.7 KB
1012	98/d1e13d	24021	closest_germline (79)	CACHED	0	2023-02-11 19:19:57.215	15.9s	14.5s	59.5%	77.6 MB	2.1 GB	12.8 MB	15.7 KB
1004	b3/5f9ee2	27381	get_tree (44)	CACHED	0	2023-02-11 21:58:25.186	1.8s	54ms	22.7%	0	0	146.6 KB	11 KB
1013	bd/e49986	25805	closest_germline (80)	CACHED	0	2023-02-11 19:20:00.203	17s	15.7s	59.5%	77.5 MB	2.1 GB	12.8 MB	9.3 KB
994	d5/30c6f8	16473	mutation_load (54)	CACHED	0	2023-02-11 19:22:21.511	22.2s	20.9s	56.2%	511.6 MB	2.6 GB	41.5 MB	29.9 KB
1017	2d/c19ecc	18223	mutation_load (59)	CACHED	0	2023-02-11 19:22:23.998	22.1s	20.6s	56.8%	514.9 MB	2.6 GB	41.5 MB	30 KB
1003	3b/96a616	2353	mutation_load (45)	CACHED	0	2023-02-11 19:22:03.334	22.1s	20.7s	56.1%	518.3 MB	2.7 GB	41.5 MB	30 KB
1022	74/279294	1466	mutation_load (69)	CACHED	0	2023-02-11 19:22:43.750	22.7s	21s	55.6%	508.7 MB	2.6 GB	41.5 MB	30 KB
1021	cb/aa9013	17233	mutation_load (57)	CACHED	0	2023-02-11 19:22:22.901	22.6s	21.2s	55.2%	503.6 MB	2.6 GB	41.5 MB	54.9 KB
1011	fe/86d6b0	16621	mutation_load (55)	CACHED	0	2023-02-11 19:22:22.094	22.1s	20.7s	55.6%	516.3 MB	2.7 GB	41.5 MB	36.2 KB
1020	73/9636d3	16381	mutation_load (53)	CACHED	0	2023-02-11 19:22:21.364	22.7s	21.2s	55.3%	509.4 MB	2.6 GB	41.5 MB	30.1 KB
1018	51/231aff	17492	mutation_load (58)	CACHED	0	2023-02-11 19:22:23.062	22.1s	20.7s	56.2%	516.6 MB	2.7 GB	41.5 MB	36.2 KB
1019	99/eebfba	11963	mutation_load (49)	CACHED	0	2023-02-11 19:22:13.559	21.6s	20.1s	54.2%	515.4 MB	2.6 GB	41.5 MB	29.9 KB
1015	b2/f1b27c	15702	mutation_load (52)	CACHED	0	2023-02-11 19:22:19.935	22s	20.6s	55.3%	514.9 MB	2.6 GB	41.5 MB	48.3 KB
1009	7b/1480a6	26197	closest_germline (78)	CACHED	0	2023-02-11 19:20:34.757	16.4s	14.8s	59.4%	77.5 MB	2.1 GB	12.8 MB	9.2 KB
1026	71/93341a	21000	mutation_load (63)	CACHED	0	2023-02-11 19:22:26.909	21.7s	20.4s	55.3%	522.1 MB	2.7 GB	41.5 MB	30.1 KB
1014	a8/ec0a86	3714	mutation_load (47)	CACHED	0	2023-02-11 19:22:04.623	22.3s	20.8s	54.6%	516.9 MB	2.6 GB	41.5 MB	36.3 KB
1023	96/4a56c2	32722	mutation_load (67)	CACHED	0	2023-02-11 19:22:41.296	21.7s	20.3s	55.5%	517.4 MB	2.6 GB	41.5 MB	30 KB
1024	ba/9c367d	15473	mutation_load (51)	CACHED	0	2023-02-11 19:22:19.496	21.8s	20.3s	56.4%	518.6 MB	2.7 GB	41.5 MB	42 KB
1027	81/40adc1	19813	mutation_load (61)	CACHED	0	2023-02-11 19:22:25.678	22.3s	20.9s	55.3%	516.2 MB	2.7 GB	41.5 MB	30.2 KB
